Comment,Designator,Footprint,LCSC
74HC283,U4,DIP-16_W7.62mm,
74LS157,U6,DIP-16_W7.62mm,
74LS157,U5,DIP-16_W7.62mm,
74HC283,U3,DIP-16_W7.62mm,
74HC173,U2,DIP-16_W7.62mm,
74HC173,U1,DIP-16_W7.62mm,
Conn_01x20_Pin,J1,PinHeader_1x20_P2.54mm_Horizontal,
~,AT28C1,DIP-24_W7.62mm,
